ID,english,label,pred_english,conf_english
1223,Salute.,0,0,"0.9931970834732056,0.006802896969020367"
1224,"The election atmosphere in Delhi has become such that it feels like it’s not MCD elections, but Lok Sabha or Assembly elections. BJP has many star campaigners in Delhi MCD…",0,0,"0.9997408986091614,0.0002591330267023295"
1225,What’s this :|,0,0,"0.9971553087234497,0.00284467707388103"
1226,What will happen to these people?,0,0,"0.9971224665641785,0.0028775378596037626"
1227,The government should take strict action.,0,0,"0.999534010887146,0.0004659562255255878"
1228,"This is the biggest cartoon, he’s a fool, no need to take his words seriously.",0,0,"0.964629590511322,0.03537037596106529"
1229,"Yeah, saw it, bro. It’s awesome, right? Everyone’s together in this...",0,0,"0.9996273517608643,0.00037268083542585373"
1230,"We people didn’t create the opposition, the media did. We’re always together and will remain so.",0,0,"0.999744713306427,0.0002552284859120846"
1231,We didn’t like your speech at all.,0,0,"0.9939718842506409,0.0060280743055045605"
1232,"Requirement of boys and girls in Patanjali Healthcare (by state and district). Helper: 8500+OT+accommodation+food. Supervisor: 12600+OT+accommodation+food (from illiterate to graduate) [UP, Bihar, and other states]. Contact: 7991766327 (WhatsApp).",0,0,"0.9996945858001709,0.0003054001717828214"
1233,"Brother, the guy doing the live streaming, you understand.",0,0,"0.9991913437843323,0.0008086069719865918"
1234,How much black money came back?,0,0,"0.9474213719367981,0.05257861688733101"
1235,Join the beef squad.,0,0,"0.9965720176696777,0.0034279467072337866"
1236,"To assist transgenders in opening bank accounts and using banking services, the Reserve Bank of India has directed banks to add a ‘third gender’ column to all their forms and applications.",0,0,"0.9995313882827759,0.00046857880079187453"
1237,"Hey, you focus on studies... 😂😂😂😂😂😂",0,0,"0.9925826787948608,0.007417330984026194"
1238,There’s a charge above 4 transactions... no matter how much.,0,0,"0.9979268312454224,0.0020731892436742783"
1239,Tea! Tea!,0,0,"0.9992232322692871,0.0007767258794046938"
1240,"Hare Krishna Hare Krishna, Krishna Krishna Hare Hare | Hare Rama Hare Rama, Rama Rama Hare Hare ||",0,0,"0.9996318817138672,0.0003680932568386197"
1241,"Hey, circus folks.",0,0,"0.9906560778617859,0.009343947283923626"
1242,Right.,0,0,"0.9994720816612244,0.0005279320757836103"
1243,Well said.,0,0,"0.9995438456535339,0.0004561075766105205"
1244,"Wake up, arise, and think.",0,0,"0.9989888072013855,0.0010112017625942826"
1245,The innocent’s family is speaking the truth.,0,0,"0.996563732624054,0.0034362401347607374"
1246,This guy got caught up in trying to tweet in a new style on Twitter...,0,0,"0.9847316741943359,0.015268288552761078"
1247,This is what you call letting actions speak.,0,0,"0.999528169631958,0.00047186389565467834"
1248,Great.,0,0,"0.9992202520370483,0.0007797928992658854"
1249,"Absolutely right, brother, and in this world, there are only two types of people: good and bad. We’ve divided ourselves into religions and castes. As for differences of opinion, they’ll always exist; not everyone’s thinking has to match ours.",0,0,"0.9956875443458557,0.004312492441385984"
1250,"Everyone, watch the video first... Kumar Vishwas made this video as an Indian... and sadly, no news channel is showing this video.",0,0,"0.9947082996368408,0.0052916742861270905"
1251,"Even if he doesn’t, it’s fine. Is withdrawing two lakh a month not enough?",0,0,"0.9811117053031921,0.018888315185904503"
1252,"Some journalists are my idols in my life, and you are one of them, Rajat G.",0,0,"0.9991554021835327,0.0008445996791124344"
1253,"Tina Dabi and Kalpit Veerwal’s existence proves that those who stopped 90% of the country’s population from studying were enemies of the nation and society. Because of them, India is among the most backward countries today. It will take time to make up for that historical loss. It’s a wound of thousands of years. How can it heal in 70 years?",0,0,"0.9635578989982605,0.036442145705223083"
1254,"Very good, and such people should be investigated.",0,0,"0.9993751645088196,0.0006248670979402959"
1255,"Actor Nawazuddin Siddiqui and his family members were accused of harassment over dowry by his brother’s wife, who recorded her statement in court on Friday.",0,0,"0.9997859597206116,0.00021405238658189774"
1256,"Wow, what a thing you’ve said, but those who act on these words are few.",0,0,"0.9955976605415344,0.004402346443384886"
1257,You think about every issue very seriously before presenting it.,0,0,"0.9976465106010437,0.002353508258238435"
1258,Now it’ll grind for 20 hours in the train... 😂😂😂😂😂,0,0,"0.9994491934776306,0.0005507496534846723"
1259,"Victory India, Victory Mother India. Move forward Modi, we are with you...",0,0,"0.9985430240631104,0.001456976286135614"
1260,"No one’s supporting. If they’re terrorists, punish them, but don’t catch the innocent. Don’t you read the news that someone was released after 10 years because there was no evidence, the police falsely framed them? This can happen to both Hindus and Muslims. Why would anyone support terrorism?",0,0,"0.994353175163269,0.005646849051117897"
1261,"Modi ji, there’s still time, at least talk directly to the Pak government to bring back the body parts taken and hand them over to the martyr’s family... Please PM ji, do something seriously...",0,0,"0.9624682068824768,0.037531815469264984"
1262,"Bhusan brother, tell us, was this right... what happened...",0,0,"0.9825566411018372,0.01744331791996956"
1263,I want to congratulate the media people.,0,0,"0.9997711777687073,0.00022888238891027868"
1264,"Mishra ji, listen once first.",0,0,"0.9969722032546997,0.0030278293415904045"
1265,Illiterate.,0,0,"0.9609890580177307,0.03901093080639839"
1266,"Media people, you get ready-made news, that’s why you don’t know what’s happening in the country, villages, or cities. So, India TV people, go among the people, then bring the real truth to the public.",0,0,"0.9976021647453308,0.0023978736717253923"
1267,Aahat serial’s sequel is coming... Aahat 2.,0,0,"0.9993869066238403,0.0006130861002020538"
1268,"Raj Rohilla haha, enjoy as much as you want with fake news.",0,0,"0.959440290927887,0.04055967926979065"
1269,"The poor man is here, sir, forgive him, sir, it was a mistake.",0,0,"0.9983909130096436,0.0016091634752228856"
1270,Salute and heartfelt tribute to martyr Mandeep. Deep condolences to the martyr’s family.,0,0,"0.9997711777687073,0.00022888631792739034"
1271,"Hahaha, now it’s pointless to talk...",0,0,"0.9992043375968933,0.0007956575136631727"
1272,"IPL KKRvsRCB: Bengaluru’s batting begins, Chris Gayle and Virat Kohli are at the crease.",0,0,"0.9997856020927429,0.00021437120449263602"
1273,Well said.,0,0,"0.9995438456535339,0.0004561075766105205"
1274,"Amid the crisis in Iraq, gold crosses 28,000 rupees again... Read the news...",0,0,"0.9995817542076111,0.0004182133707217872"
1275,"Yes, Arvind sir.",0,0,"0.9995729327201843,0.00042700630729086697"
1276,"In recent days, the news went viral that hundreds of Hindus are leaving Kairana in UP just because Muslim goons aren’t letting them live there. In this episode of News Point, a special look at the reality of Kairana...",0,0,"0.9988011121749878,0.0011989384656772017"
1277,BSP Zindabad.,0,0,"0.9995154142379761,0.00048458503442816436"
1278,"Minakshi MJ, watch Begum Jaan, and follow, in Delhi’s house.",0,0,"0.9900932908058167,0.009906679391860962"
1279,A bishop in Kerala donated a kidney to a Hindu youth...,0,0,"0.998021125793457,0.0019788946956396103"
1280,"Great Modi sir, I’ve become your fan once again.",0,0,"0.999040424823761,0.0009595274459570646"
1281,Pakistan’s leg-spinner Yasir Shah has achieved the number one spot in the ICC bowlers’ rankings. His brilliant bowling in the Lord’s Test earned him this reward.,0,0,"0.9997240900993347,0.0002759491908363998"
1282,"Damn, my mobile data is running out, show the bike quickly.",0,0,"0.9994320273399353,0.0005679411115124822"
1283,"It’s a beautiful decision, anyway, every work should be done according to Indian traditions.",0,0,"0.9977169036865234,0.0022830963134765625"
1284,"It’s not about Hindu or Muslim, it’s about the country.",0,0,"0.9975563287734985,0.0024437005631625652"
1285,"Brothers, I want to make a request to all of you... The ones who provoke Hindu and Muslim brothers are none other than these political leaders and the media, which is their mistress. They enjoy poisoning our hearts. And we all become fools. I love all my Hindu as well as Muslim brothers. I’m a devotee of the Mother Goddess and eat the sweet kheer of Eid. I bow in temples and lower my head before mosques. I have Muslim brothers who are so loyal they’d give their lives, and Hindu brothers who’d take lives. I don’t even remember the words Hindu-Muslim, I just call them brothers when I call them, and they come running for their brother without caring about my religion. So please, kick out this sold-out media. Reduce their TRP, watch DD News. They create hatred in our hearts. Riots aren’t caused by Hindus or Muslims, they’re caused by their paid workers. Half are given Hindu names, half Muslim names, and they provoke the real ones to fight. If you agree with me, my brothers, write SHAME SHAME in the comments so those who are making us fight know their place. Jai Hind, Jai Bharat. We are Allah’s good servants too, and sons of Mother India too.",0,1,"0.1512993574142456,0.8487006425857544"
1286,"When there’s a solution, why be troubled; any problem can be solved from home and over the phone, no matter what it is, it’ll be eradicated completely. 9501244448, 9872834448. Confused and anxious friends, meet once. Astrologer Ravikant Ji Gaur. Indian Vedic astrologer Ravikant Ji Gaur, famous in UK, USA, Canada, India. Job, business, love marriage, obstacles in foreign travel, lack of focus in studies, family disputes, work getting ruined at the last moment, no child happiness, no effect of medicine on illness, controlling someone, breaking control, disputes between mother-in-law and daughter-in-law, court case issues, blood splashes, getting rid of rivals and enemies, ending black magic, and avoid superstitions, get Vedic remedies for planetary and horoscope issues to make life happy. Astrologer Ravikant Gaur.",0,0,"0.9993427395820618,0.0006571858539246023"
1287,"Police busted an illegal casino in Delhi on Sunday. In this case, 36 people were arrested, and tokens worth about 1.37 crore rupees were recovered from them...",0,0,"0.9981335997581482,0.0018664072267711163"
1288,"Atul Kulkarni brother, I don’t know about others, but I love India.",0,0,"0.9996947050094604,0.0003053343971259892"
1289,Gautam.,0,0,"0.9994356036186218,0.0005643214681185782"
1290,Bigg Boss wants to tell you that no bike will be shown today.,0,0,"0.9997050166130066,0.00029491211171261966"
1291,"Ashwini ji, you’re only looking at the 100th century. Scoring a 100 against Bangladesh in Bangladesh isn’t easy either.",0,0,"0.9802002906799316,0.019799677655100822"
1292,Breaking News: Ajit Pawar elected as the leader of the NCP legislative party.,0,0,"0.9997830986976624,0.0002169054641854018"
1293,"Indian engineer Santosh Bhardwaj, kidnapped by pirates in Nigeria, has been freed. External Affairs Minister Sushma Swaraj shared this information via a tweet on Wednesday...",0,0,"0.9997186064720154,0.00028132638544775546"
1294,Good days.,0,0,"0.9990605711936951,0.0009394398075528443"
1295,"The country’s prime minister should be like Modi ji, who has proven it.",0,0,"0.9981908202171326,0.00180914462544024"
